Hgb,Hct,MCV,WBC,Neut,Lymph,Mono,Eosin,Plt,Bands,Albumin,ALP,ALT,AST,Bilirubin,BUN,Calcium,Cholesterol,Creatinine,GGT,Globulin,Glucose,Phosphorus,Total Protein,Anion Gap,Chloride,Sodium,Potassium,Bicarb,Weight,Sex,Breed,Breed Group,Urine Specific Gravity,Urine Glucose,Urine Protein
15.6,47.3,68.4,11450,7614,2233,1260,344,405000,0,3.3,224,266,66,0.2,13,9.7,349,0.9,4,2.6,91,3.1,5.9,18,110,143,5.3,20,4,0,MIX,Other,1.012,0,2
