Anion Gap,Sodium,Potassium,Chloride,HCO3,Phosphorus,Calcium,BUN,Creatinine,Glucose,Total Pr,Albumin,Globulin,ALT,AST,ALP,GGT,Cholesterol,Bili,RBC,Hgb,Hct,MCV,MCH,MCHC,RDW,WBC,Neut,Lymph,Mono,Eosin,Plt,MPV,Protein
18,143,5.3,110,20,3.1,9.7,13,0.9,91,5.9,3.3,2.6,266,66,224,4,349,0.2,6.92,15.6,47.3,68.4,22.6,33,13.1,11450,7614,2233,1260,344,405000,11.6,6.9
